Date, level, difference value
18/08/2002, 70, 0.09594154
18/08/2002, 50, 0.06750107
18/08/2002, 30, 0.08761978
18/08/2002, 20, -0.09200287
18/08/2002, 10, -0.019168854
18/08/2002, 7, -0.16750336
18/08/2002, 5, -0.6416397
18/08/2002, 3, -1.2166328
18/08/2002, 2, -0.27309036
18/08/2002, 1, 0.4690323
19/08/2002, 100, 0.3173523
19/08/2002, 70, 0.2024765
19/08/2002, 50, 0.1847477
19/08/2002, 30, 0.13043594
19/08/2002, 20, 0.07484436
19/08/2002, 10, 0.20144272
19/08/2002, 7, -0.19556808
19/08/2002, 5, -0.99562454
19/08/2002, 3, -1.9970665
19/08/2002, 2, -0.65224457
19/08/2002, 1, 0.90008926
20/08/2002, 100, 0.23925018
20/08/2002, 70, 0.12679863
20/08/2002, 50, 0.1859417
20/08/2002, 30, 0.1682396
20/08/2002, 20, 0.09209061
20/08/2002, 10, 0.08978653
20/08/2002, 7, -0.40509415
20/08/2002, 5, -1.1651459
20/08/2002, 3, -2.0811691
20/08/2002, 2, -1.6777802
20/08/2002, 1, -0.48472977
21/08/2002, 100, -0.077168465
21/08/2002, 70, -0.079307556
21/08/2002, 50, -0.075489044
21/08/2002, 30, -0.0036811829
21/08/2002, 20, -0.08650589
21/08/2002, 10, -0.29481888
21/08/2002, 7, -1.1640282
21/08/2002, 5, -1.8739586
21/08/2002, 3, -2.4830055
21/08/2002, 2, -2.0844803
21/08/2002, 1, -2.4675941
22/08/2002, 100, 0.1569233
22/08/2002, 70, -0.009103775
22/08/2002, 50, -0.013484955
22/08/2002, 30, 0.10191345
22/08/2002, 20, 0.023979187
22/08/2002, 10, -0.28764725
22/08/2002, 7, -0.99318314
22/08/2002, 5, -1.9541435
22/08/2002, 3, -2.1378288
22/08/2002, 2, -2.155939
22/08/2002, 1, -2.105196
23/08/2002, 100, 0.31297493
23/08/2002, 70, 0.12470627
23/08/2002, 50, 0.100746155
23/08/2002, 30, 0.15916443
23/08/2002, 20, 0.20898819
23/08/2002, 10, -0.42504883
23/08/2002, 7, -0.9330406
23/08/2002, 5, -1.4141922
23/08/2002, 3, -1.7040901
23/08/2002, 2, -1.8757591
23/08/2002, 1, -0.9295311
24/08/2002, 100, 0.30805588
24/08/2002, 70, 0.16311073
24/08/2002, 50, 0.061431885
24/08/2002, 30, 0.23966217
24/08/2002, 20, 0.20912552
24/08/2002, 10, -0.26234436
24/08/2002, 7, -0.5449753
24/08/2002, 5, -0.94851685
24/08/2002, 3, -1.3094406
24/08/2002, 2, -1.1478672
24/08/2002, 1, -1.0965271
25/08/2002, 100, 0.07952118
25/08/2002, 70, -0.076345444
25/08/2002, 50, -0.10936928
25/08/2002, 30, -0.021972656
25/08/2002, 20, 0.047927856
25/08/2002, 10, -0.3729744
25/08/2002, 7, -0.5247688
25/08/2002, 5, -0.7666893
25/08/2002, 3, -1.4049263
25/08/2002, 2, -1.0581551
25/08/2002, 1, -1.1552162
26/08/2002, 100, -0.27725983
26/08/2002, 70, -0.42942238
26/08/2002, 50, -0.50489235
26/08/2002, 30, -0.28902054
26/08/2002, 20, -0.34079742
26/08/2002, 10, -0.49759293
26/08/2002, 7, -0.68117523
26/08/2002, 5, -1.2861862
26/08/2002, 3, -1.6903076
26/08/2002, 2, -0.27030563
26/08/2002, 1, 1.2243958
27/08/2002, 100, -0.20713615
27/08/2002, 70, -0.3917446
27/08/2002, 50, -0.3863678
27/08/2002, 30, -0.21767807
27/08/2002, 20, -0.31011963
27/08/2002, 10, -0.2916298
27/08/2002, 7, -0.16408539
27/08/2002, 5, -0.25743484
27/08/2002, 3, -0.96899414
27/08/2002, 2, -0.19468307
27/08/2002, 1, 1.2191582
28/08/2002, 100, -0.32689667
28/08/2002, 70, -0.48299408
28/08/2002, 50, -0.572649
28/08/2002, 30, -0.5424347
28/08/2002, 20, -0.60847855
28/08/2002, 10, -0.7391815
28/08/2002, 7, -0.79460144
28/08/2002, 5, -1.042038
28/08/2002, 3, -1.7015915
28/08/2002, 2, -0.814373
28/08/2002, 1, 0.5355911
29/08/2002, 100, -0.25094223
29/08/2002, 70, -0.40566444
29/08/2002, 50, -0.44397736
29/08/2002, 30, -0.5125389
29/08/2002, 20, -0.54644394
29/08/2002, 10, -0.6751976
29/08/2002, 7, -0.5542488
29/08/2002, 5, -0.7272301
29/08/2002, 3, -1.2753258
29/08/2002, 2, -0.7171669
29/08/2002, 1, -0.8623009
30/08/2002, 100, -0.27807426
30/08/2002, 70, -0.3357544
30/08/2002, 50, -0.35889816
30/08/2002, 30, -0.39975357
30/08/2002, 20, -0.4628563
30/08/2002, 10, -0.54156876
30/08/2002, 7, -0.8548813
30/08/2002, 5, -1.5385132
30/08/2002, 3, -2.066265
30/08/2002, 2, -1.2356567
30/08/2002, 1, -1.029274
31/08/2002, 100, -0.67446136
31/08/2002, 70, -0.7250309
31/08/2002, 50, -0.6991501
31/08/2002, 30, -0.5761261
31/08/2002, 20, -0.68559647
31/08/2002, 10, -0.91612244
